Checked,Ion,Charge,Molecular Weight,m/z,RT [min],FWHM [min],# MI,Area,Parent Area [%],Study File ID
FALSE,[M+H]+1,1,729.56853,730.57581,10.951,0.105,3,4965455.726,55.174,F1
FALSE,[M+H]+1,1,950.81322,951.8205,16.644,0.25,2,8971562.438,100.0,F1
FALSE,[M+H]+1,1,688.55266,689.55994,7.893,0.066,4,8965720.085,100.0,F1
FALSE,[M+H]+1,1,763.51579,764.52307,8.206,0.096,3,4532545.541,51.378,F1
FALSE,[M+H]+1,1,951.82567,952.83295,17.051,0.098,3,8818515.443,100.0,F1
FALSE,[M+H]+1,1,910.55693,911.56421,7.832,0.055,4,780368.1412,8.868,F1
FALSE,[M+H]+1,1,801.6256,802.63287,10.718,0.129,3,8770341.971,100.0,F1
FALSE,[M+H]+1,1,920.7368,921.74408,14.825,0.098,6,8767305.111,100.0,F1
FALSE,[M+H]+1,1,689.50005,690.50732,8.704,0.09,2,3212940.381,36.813,F1
FALSE,[M+H]+1,1,811.53551,812.54279,8.234,0.129,3,3311020.548,100.0,F1
FALSE,[M+H]+1,1,862.68425,863.69153,14.828,0.086,5,8265021.009,95.162,F1
FALSE,[M+H]+1,1,791.58208,792.58936,8.869,0.093,2,8672273.02,100.0,F1
FALSE,[M+H]+1,1,887.79479,888.80206,17.096,0.184,3,8552669.627,100.0,F1
FALSE,[M+H]+1,1,882.76555,883.77283,18.221,0.104,4,8546048.011,100.0,F1
FALSE,[M+H]+1,1,545.34813,546.35541,1.388,0.12,4,8520508.245,100.0,F1
FALSE,[M+H]+1,1,717.53118,718.53845,8.259,0.071,2,8435478.132,100.0,F1
FALSE,[M+H]+1,1,653.32482,654.33209,4.489,0.075,5,8412711.173,100.0,F1
FALSE,[M+H]+1,1,916.82024,917.82751,17.468,0.152,3,8328305.981,100.0,F1
FALSE,[M+H]+1,1,717.56731,718.57458,9.712,0.084,2,8254663.031,100.0,F1
FALSE,[M+H]+1,1,797.59349,798.60077,10.877,0.086,4,4429485.836,53.942,F1
FALSE,[M+H]+1,1,793.56279,794.57007,8.206,0.082,4,8181520.728,100.0,F1
FALSE,[M+H]+1,1,701.50054,702.50781,7.559,0.072,3,8168167.949,100.0,F1
FALSE,[M+H]+1,1,767.5811,768.58838,9.882,0.133,2,8165398.165,100.0,F1
FALSE,[M+H]+1,1,600.51177,601.51904,14.431,0.187,3,8154983.166,100.0,F1
FALSE,[M+H]+1,1,773.59404,774.60132,11.428,0.11,5,4683491.477,57.556,F1
FALSE,[M+H]+1,1,727.51506,728.52234,7.62,0.064,2,8059680.315,100.0,F1
FALSE,[M+H]+1,1,893.74767,894.75494,15.34,0.168,4,8037424.571,100.0,F1
FALSE,[M+H]+1,1,767.54662,768.55389,8.148,0.064,4,8018698.349,100.0,F1
FALSE,[M+H]+1,1,728.58257,729.58984,8.439,0.073,3,7923541.047,100.0,F1
FALSE,[M+H]+1,1,663.72582,664.73309,17.545,0.178,4,7745250.021,100.0,F1
FALSE,[M+H]+1,1,823.64635,824.65363,10.825,0.091,3,7732275.365,100.0,F1
